Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
6566,0,-3673.361929232833,34,среднее,1,женат / замужем,0,F,компаньон,62001.39413415812,сделка с подержанным автомобилем,0
6567,0,-1415.6997184928491,59,среднее,1,женат / замужем,0,M,сотрудник,153869.29117570544,операции с недвижимостью,0
6568,0,-5372.012454515555,47,среднее,1,женат / замужем,0,F,компаньон,69357.28496044531,покупка жилья для семьи,0
6569,0,-2358.485102137298,61,среднее,1,в разводе,3,M,компаньон,189082.07000945773,покупка жилья для семьи,0
6570,0,-4191.78558839086,40,среднее,1,гражданский брак,1,F,сотрудник,197017.0301571753,автомобиль,1
6571,0,-189.80817116965733,41,высшее,0,Не женат / не замужем,4,M,сотрудник,51298.89212130586,жилье,0
6572,0,-2129.430666318573,43,среднее,1,женат / замужем,0,M,сотрудник,136161.03246225012,на покупку своего автомобиля,0
6573,0,-4221.240607407191,57,среднее,1,женат / замужем,0,F,сотрудник,129767.27279462654,покупка жилья для сдачи,0
6574,0,349442.7977675009,59,среднее,1,женат / замужем,0,F,пенсионер,104962.19166860354,на покупку подержанного автомобиля,0
6575,0,356941.1265899729,56,среднее,1,женат / замужем,0,M,пенсионер,183256.2636538052,жилье,0
6576,0,-722.2665255059726,27,высшее,0,гражданский брак,1,F,сотрудник,336752.9200854645,жилье,0
6577,0,346471.0634252865,56,начальное,3,женат / замужем,0,F,пенсионер,114042.034520178,получение дополнительного образования,1
6578,0,396881.25707974896,61,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,77679.55183954054,получение дополнительного образования,0
6579,2,-5256.278437758533,37,высшее,0,женат / замужем,0,F,компаньон,68352.70274020589,свой автомобиль,0
6580,0,-2857.676846124402,53,среднее,1,гражданский брак,1,F,компаньон,113790.59879769303,сыграть свадьбу,0
6581,0,-1297.509978681156,27,среднее,1,Не женат / не замужем,4,M,сотрудник,169659.4628298629,сделка с автомобилем,0
6582,0,-3349.394580597705,56,среднее,1,гражданский брак,1,M,сотрудник,167186.66183928814,сыграть свадьбу,0
6583,0,-956.0609548438824,47,среднее,1,женат / замужем,0,M,сотрудник,102983.8000497592,профильное образование,0
6584,0,382326.1799336037,68,неоконченное высшее,2,женат / замужем,0,F,пенсионер,91272.19862834232,строительство жилой недвижимости,0
6585,1,-2417.5759186611763,32,высшее,0,в разводе,3,F,компаньон,145239.9257699985,на покупку подержанного автомобиля,0
6586,1,-1667.3308988748377,32,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,109155.0204287488,заняться высшим образованием,0
6587,1,-1988.4990962150384,25,Среднее,1,гражданский брак,1,M,сотрудник,137365.32465026752,строительство собственной недвижимости,0
6588,1,-1553.8307113335004,43,среднее,1,женат / замужем,0,M,сотрудник,115092.28152288744,ремонт жилью,0
6589,2,-91.89424160306795,39,неоконченное высшее,2,женат / замужем,0,M,компаньон,266519.7367183244,покупка своего жилья,0
6590,0,-286.6362247493617,46,среднее,1,Не женат / не замужем,4,F,сотрудник,114655.35691788224,свой автомобиль,0
6591,1,-880.493666562471,24,высшее,0,женат / замужем,0,F,сотрудник,121448.1587740822,получение образования,0
6592,0,-2774.80536542747,54,среднее,1,Не женат / не замужем,4,F,компаньон,659193.2148223051,на покупку подержанного автомобиля,0
6593,2,-1318.470586486129,40,среднее,1,вдовец / вдова,2,F,компаньон,73040.97750600429,операции со своей недвижимостью,0
6594,0,-503.88753455129137,23,высшее,0,Не женат / не замужем,4,M,компаньон,66796.54850014077,покупка недвижимости,0
6595,1,-2523.946040304445,26,высшее,0,женат / замужем,0,F,госслужащий,133386.95254820757,покупка жилья,0
6596,1,-729.4129327233525,29,высшее,0,женат / замужем,0,F,сотрудник,136764.78555271562,образование,0
6597,0,349323.9405671461,68,высшее,0,женат / замужем,0,M,пенсионер,169464.93805587725,покупка недвижимости,1
6598,1,-3495.0579848501434,53,среднее,1,женат / замужем,0,M,сотрудник,129870.09756386036,операции с недвижимостью,0
6599,0,,65,среднее,1,Не женат / не замужем,4,F,пенсионер,,на покупку подержанного автомобиля,0
6600,1,-4795.985857501299,50,среднее,1,гражданский брак,1,F,сотрудник,351268.29686858115,профильное образование,0
6601,0,-1081.8255228923456,56,среднее,1,женат / замужем,0,M,компаньон,337271.3610696754,покупка жилья для семьи,0
6602,0,367668.2237021196,69,начальное,3,в разводе,3,F,пенсионер,49034.07494439573,образование,0
6603,1,-2213.549892746617,30,высшее,0,женат / замужем,0,M,сотрудник,281681.7209376857,покупка жилья для сдачи,0
6604,1,-1781.4131576483933,32,высшее,0,женат / замужем,0,M,сотрудник,145792.8235302858,строительство собственной недвижимости,0
6605,0,-3617.168601708587,48,среднее,1,Не женат / не замужем,4,M,сотрудник,214785.65401414863,получение высшего образования,1
6606,2,-3624.475148240233,42,неоконченное высшее,2,женат / замужем,0,F,сотрудник,99707.54041094203,строительство недвижимости,1
6607,0,354577.0884358603,59,среднее,1,женат / замужем,0,F,пенсионер,106109.38953603608,покупка жилья,0
6608,0,-2254.086850992361,46,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,79197.8699013969,ремонт жилью,0
